label,spaceMission,launchPlaceName,country,spaceAgencyName,astroName,birthPlaceName,latLong
STS-61-B,http://www.wikidata.org/entity/Q473478,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Bryan D. O'Connor,Orange,"28.6084,-80.6043"
STS-61-B,http://www.wikidata.org/entity/Q473478,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Charles D. Walker,Bedford,"28.6084,-80.6043"
STS-61-B,http://www.wikidata.org/entity/Q473478,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Jerry L. Ross,Crown Point,"28.6084,-80.6043"
STS-61-B,http://www.wikidata.org/entity/Q473478,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Mary L. Cleave,Southampton,"28.6084,-80.6043"
STS-61-B,http://www.wikidata.org/entity/Q473478,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Rodolfo Neri Vela,Chilpancingo,"28.6084,-80.6043"
STS-61-B,http://www.wikidata.org/entity/Q473478,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Sherwood C. Spring,Hartford,"28.6084,-80.6043"
STS-61-C,http://www.wikidata.org/entity/Q658305,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Bill Nelson,Miami,"28.6084,-80.6043"
STS-61-C,http://www.wikidata.org/entity/Q658305,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Charles Bolden,Columbia,"28.6084,-80.6043"
STS-61-C,http://www.wikidata.org/entity/Q658305,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Franklin Chang Díaz,San José,"28.6084,-80.6043"
STS-61-C,http://www.wikidata.org/entity/Q658305,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,George Nelson,Charles City,"28.6084,-80.6043"
STS-61-C,http://www.wikidata.org/entity/Q658305,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Robert J. Cenker,Uniontown,"28.6084,-80.6043"
STS-61-C,http://www.wikidata.org/entity/Q658305,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Robert L. Gibson,Long Beach,"28.6084,-80.6043"
STS-61-C,http://www.wikidata.org/entity/Q658305,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Steven Hawley,Ottawa,"28.6084,-80.6043"
STS-62,http://www.wikidata.org/entity/Q609517,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Andrew M. Allen,Philadelphia,"28.6084,-80.6043"
STS-62,http://www.wikidata.org/entity/Q609517,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Charles D. Gemar,Yankton,"28.6084,-80.6043"
STS-62,http://www.wikidata.org/entity/Q609517,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,John Casper,Greenville,"28.6084,-80.6043"
STS-62,http://www.wikidata.org/entity/Q609517,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Marsha Ivins,Baltimore,"28.6084,-80.6043"
STS-62,http://www.wikidata.org/entity/Q609517,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Pierre J. Thuot,Groton,"28.6084,-80.6043"
STS-63,http://www.wikidata.org/entity/Q1143978,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,"Bernard A. Harris, Jr.",Temple,"28.6084,-80.6043"
STS-63,http://www.wikidata.org/entity/Q1143978,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Eileen Collins,Elmira,"28.6084,-80.6043"
STS-63,http://www.wikidata.org/entity/Q1143978,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Janice E. Voss,South Bend,"28.6084,-80.6043"
STS-63,http://www.wikidata.org/entity/Q1143978,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Jim Wetherbee,Flushing,"28.6084,-80.6043"
STS-63,http://www.wikidata.org/entity/Q1143978,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Michael Foale,Louth,"28.6084,-80.6043"
STS-63,http://www.wikidata.org/entity/Q1143978,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Vladimir Titov,Sretensk,"28.6084,-80.6043"
STS-64,http://www.wikidata.org/entity/Q369538,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Carl J. Meade,Rantoul,"28.6084,-80.6043"
STS-64,http://www.wikidata.org/entity/Q369538,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Jerry M. Linenger,Eastpointe,"28.6084,-80.6043"
STS-64,http://www.wikidata.org/entity/Q369538,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,L. Blaine Hammond,Savannah,"28.6084,-80.6043"
STS-64,http://www.wikidata.org/entity/Q369538,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Mark C. Lee,Viroqua,"28.6084,-80.6043"
STS-64,http://www.wikidata.org/entity/Q369538,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Richard N. Richards,Key West,"28.6084,-80.6043"
STS-64,http://www.wikidata.org/entity/Q369538,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Susan J. Helms,Charlotte,"28.6084,-80.6043"
STS-65,http://www.wikidata.org/entity/Q533716,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Carl E. Walz,Cleveland,"28.6084,-80.6043"
STS-65,http://www.wikidata.org/entity/Q533716,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Chiaki Mukai,Tatebayashi,"28.6084,-80.6043"
STS-65,http://www.wikidata.org/entity/Q533716,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Donald A. Thomas,Cleveland,"28.6084,-80.6043"
STS-65,http://www.wikidata.org/entity/Q533716,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,James D. Halsell,West Monroe,"28.6084,-80.6043"
STS-65,http://www.wikidata.org/entity/Q533716,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Leroy Chiao,Milwaukee,"28.6084,-80.6043"
STS-65,http://www.wikidata.org/entity/Q533716,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Richard Hieb,Jamestown,"28.6084,-80.6043"
STS-65,http://www.wikidata.org/entity/Q533716,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Robert D. Cabana,Minneapolis,"28.6084,-80.6043"
STS-66,http://www.wikidata.org/entity/Q482513,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Curtis Brown,Elizabethtown,"28.6084,-80.6043"
STS-66,http://www.wikidata.org/entity/Q482513,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Donald R. McMonagle,Flint,"28.6084,-80.6043"
STS-66,http://www.wikidata.org/entity/Q482513,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Ellen Ochoa,Los Angeles,"28.6084,-80.6043"
STS-66,http://www.wikidata.org/entity/Q482513,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Jean-François Clervoy,Longeville-lès-Metz,"28.6084,-80.6043"
STS-66,http://www.wikidata.org/entity/Q482513,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Joseph R. Tanner,Danville,"28.6084,-80.6043"
STS-66,http://www.wikidata.org/entity/Q482513,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Scott E. Parazynski,Little Rock,"28.6084,-80.6043"
STS-67,http://www.wikidata.org/entity/Q324704,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,John M. Grunsfeld,Chicago,"28.6084,-80.6043"
STS-67,http://www.wikidata.org/entity/Q324704,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Ronald A. Parise,Warren,"28.6084,-80.6043"
STS-67,http://www.wikidata.org/entity/Q324704,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Samuel T. Durrance,Tallahassee,"28.6084,-80.6043"
STS-67,http://www.wikidata.org/entity/Q324704,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Stephen S. Oswald,Seattle,"28.6084,-80.6043"
STS-67,http://www.wikidata.org/entity/Q324704,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Tamara E. Jernigan,Chattanooga,"28.6084,-80.6043"
STS-67,http://www.wikidata.org/entity/Q324704,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Wendy B. Lawrence,Jacksonville,"28.6084,-80.6043"
STS-67,http://www.wikidata.org/entity/Q324704,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,William G. Gregory,New York City,"28.6084,-80.6043"
STS-68,http://www.wikidata.org/entity/Q169018,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Daniel W. Bursch,Bristol,"28.6084,-80.6043"
STS-68,http://www.wikidata.org/entity/Q169018,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Michael A. Baker,Memphis,"28.6084,-80.6043"
STS-68,http://www.wikidata.org/entity/Q169018,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Peter Wisoff,Norfolk,"28.6084,-80.6043"
STS-68,http://www.wikidata.org/entity/Q169018,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Steven Smith,Phoenix,"28.6084,-80.6043"
STS-68,http://www.wikidata.org/entity/Q169018,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Terrence W. Wilcutt,Russellville,"28.6084,-80.6043"
STS-68,http://www.wikidata.org/entity/Q169018,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Thomas David Jones,Baltimore,"28.6084,-80.6043"
STS-69,http://www.wikidata.org/entity/Q324699,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,David M. Walker,Columbus,"28.6084,-80.6043"
STS-69,http://www.wikidata.org/entity/Q324699,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,James H. Newman,Federated States of Micronesia,"28.6084,-80.6043"
STS-69,http://www.wikidata.org/entity/Q324699,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,James S. Voss,Cordova,"28.6084,-80.6043"
STS-69,http://www.wikidata.org/entity/Q324699,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Kenneth Cockrell,Austin,"28.6084,-80.6043"
STS-69,http://www.wikidata.org/entity/Q324699,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Michael L. Gernhardt,Mansfield,"28.6084,-80.6043"
STS-7,http://www.wikidata.org/entity/Q734688,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Frederick Hauck,Long Beach,"28.6084,-80.6043"
STS-7,http://www.wikidata.org/entity/Q734688,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,John M. Fabian,Baytown,"28.6084,-80.6043"
STS-7,http://www.wikidata.org/entity/Q734688,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Norman Thagard,Marianna,"28.6084,-80.6043"
STS-7,http://www.wikidata.org/entity/Q734688,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Robert Crippen,Beaumont,"28.6084,-80.6043"
STS-7,http://www.wikidata.org/entity/Q734688,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Sally Ride,Los Angeles,"28.6084,-80.6043"
STS-70,http://www.wikidata.org/entity/Q1426913,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Donald A. Thomas,Cleveland,"28.6084,-80.6043"
STS-70,http://www.wikidata.org/entity/Q1426913,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Kevin R. Kregel,Amityville,"28.6084,-80.6043"
